kod_ucznia,rok,rocznik,plec,poczta,wojewodztwo,zainteresowanie,poziom_stypendium
408860,2010,1998,M,Goleniów,zachodniopomorskie,matematyka,1
97481,2007,1991,M,Oleśnica,dolnośląskie,historia,1
904347,2006,1994,K,Warszawa,mazowieckie,,1
904347,2007,1994,K,Warszawa,mazowieckie,,1
806069,2009,1993,K,Sanok,podkarpackie,matematyka,1
549756,2002,1994,M,Kłodzko,dolnośląskie,matematyka,1
549756,2003,1994,M,Kłodzko,dolnośląskie,matematyka,1
549756,2004,1994,M,Kłodzko,dolnośląskie,matematyka,1
859044,2004,1987,K,Kielce,świętokrzyskie,humanistyka,2
812854,2005,1991,M,Kraków,małopolskie,informatyka,1
812854,2006,1991,M,Kraków,małopolskie,informatyka,1
812854,2007,1991,M,Kraków,małopolskie,informatyka,2
812854,2008,1991,M,Kraków,małopolskie,informatyka,3
124625,2008,1990,M,Katowice,śląskie,,2
317479,2009,1994,M,Warszawa,mazowieckie,matematyka,1
733518,2000,1985,M,Kołobrzeg,zachodniopomorskie,matematyka,1
733518,2001,1985,M,Kołobrzeg,zachodniopomorskie,matematyka,1
733518,2002,1985,M,Kołobrzeg,zachodniopomorskie,matematyka,3
733518,2003,1985,M,Kołobrzeg,zachodniopomorskie,matematyka,3
250940,2001,1985,K,Szczecin,zachodniopomorskie,chemia,1
250940,2002,1985,K,Szczecin,zachodniopomorskie,chemia,1
250940,2003,1985,K,Szczecin,zachodniopomorskie,chemia,2
250940,2004,1985,K,Szczecin,zachodniopomorskie,chemia,1
739325,2004,1989,M,Gliwice,śląskie,matematyka,1
739325,2005,1989,M,Gliwice,śląskie,matematyka,1
933192,2004,1988,M,Gdynia,pomorskie,astronomia,2
933192,2005,1988,M,Gdynia,pomorskie,astronomia,1
933192,2006,1988,M,Gdynia,pomorskie,astronomia,2
360780,2003,1988,K,Gdańsk,pomorskie,muzyka,3
360780,2004,1988,K,Gdańsk,pomorskie,muzyka,3
360780,2006,1988,K,Gdańsk,pomorskie,muzyka,3
535938,2001,1987,M,Sosnowiec,śląskie,matematyka,1
535938,2002,1987,M,Sosnowiec,śląskie,matematyka,1
35626,2009,1994,M,Trzebnica,dolnośląskie,matematyka,1
159454,2009,1996,M,Kałuszyn,mazowieckie,plastyka,1
159454,2010,1996,M,Kałuszyn,mazowieckie,plastyka,3
871590,2005,1987,K,Suchedniów,świętokrzyskie,historia,1
311621,2010,1992,M,Łódź,łódzkie,biologia,2
214268,1998,1981,M,Tuchola,kujawsko-pomorskie,informatyka,2
214268,1999,1981,M,Tuchola,kujawsko-pomorskie,informatyka,3
515515,2001,1986,M,Tuchola,kujawsko-pomorskie,plastyka,2
515515,2002,1986,M,Tuchola,kujawsko-pomorskie,plastyka,1
760669,2002,1988,M,Twardogóra,dolnośląskie,matematyka,1
210396,2006,1990,K,Świdwin,zachodniopomorskie,chemia,1
210396,2007,1990,K,Świdwin,zachodniopomorskie,chemia,1
210396,2008,1990,K,Świdwin,zachodniopomorskie,chemia,2
336566,1999,1983,M,Zielona Góra,lubuskie,fizyka,1
336566,2000,1983,M,Zielona Góra,lubuskie,fizyka,2
336566,2001,1983,M,Zielona Góra,lubuskie,fizyka,3
38868,1997,1979,M,Sierpc,płockie,matematyka,3
145009,1999,1984,M,Giżycko,warmińsko-mazurskie,informatyka,1
672439,2009,1997,M,Staszów,świętokrzyskie,matematyka,1
240740,2006,1994,M,Staszów,świętokrzyskie,matematyka,1
240740,2007,1994,M,Staszów,świętokrzyskie,matematyka,2
240740,2008,1994,M,Staszów,świętokrzyskie,matematyka,2
240740,2009,1994,M,Staszów,świętokrzyskie,matematyka,2
566527,2007,1989,K,Płock,mazowieckie,humanistyka,1
820193,2009,1994,K,Katowice,śląskie,,1
820193,2010,1994,K,Katowice,śląskie,,2
71285,2009,1992,K,Szczecin,zachodniopomorskie,biologia,1
71285,2010,1992,K,Szczecin,zachodniopomorskie,biologia,1
862745,2002,1988,K,Gdańsk,pomorskie,historia,1
862745,2003,1988,K,Gdańsk,pomorskie,historia,1
473151,2003,1987,M,Wałcz,zachodniopomorskie,biologia,1
473151,2004,1987,M,Wałcz,zachodniopomorskie,biologia,1
473151,2005,1987,M,Wałcz,zachodniopomorskie,biologia,3
396602,2008,1992,M,Wałcz,zachodniopomorskie,biologia,2
396602,2009,1992,M,Wałcz,zachodniopomorskie,biologia,2
396602,2010,1992,M,Wałcz,zachodniopomorskie,biologia,3
677479,2008,1995,K,Bydgoszcz,kujawsko-pomorskie,matematyka,1
677479,2010,1995,K,Bydgoszcz,kujawsko-pomorskie,matematyka,1
775444,1997,1979,K,Żelechów,siedleckie,humanistyka,3
775444,1997,1979,K,Żelechów,siedleckie,humanistyka,3
522217,2006,1991,M,Kraków,małopolskie,biologia,1
554186,2010,1992,K,Radwanice,dolnośląskie,filozofia,3
607610,2003,1985,K,Dobroń,łódzkie,biologia,1
61814,2003,1985,M,Chełm,lubelskie,chemia,1
390762,2004,1986,K,Piątnica Poduchowna,podlaskie,biologia,1
679067,2001,1984,M,Hańsk,lubelskie,humanistyka,1
679067,2002,1984,M,Hańsk,lubelskie,humanistyka,1
645164,2007,1990,M,Lublin,lubelskie,matematyka,1
590770,2001,1986,K,Warszawa,mazowieckie,humanistyka,1
971672,2001,1988,M,Poznań,wielkopolskie,fizyka,1
632307,2005,1989,K,Warszawa,mazowieckie,plastyka,2
632307,2006,1989,K,Warszawa,mazowieckie,plastyka,2
632307,2007,1989,K,Warszawa,mazowieckie,plastyka,3
460038,2005,1989,K,Warszawa,mazowieckie,plastyka,2
460038,2006,1989,K,Warszawa,mazowieckie,plastyka,2
460038,2007,1989,K,Warszawa,mazowieckie,plastyka,3
242479,1997,1982,M,Olsztyn,olsztyńskie,historia,2
242479,1997,1982,M,Olsztyn,olsztyńskie,humanistyka,2
187801,2005,1991,M,Gliwice,śląskie,historia,1
249150,2005,1987,K,Dobrcz,kujawsko-pomorskie,biologia,1
983471,2006,1989,M,Rzeszów,podkarpackie,biologia,1
983471,2007,1989,M,Rzeszów,podkarpackie,biologia,1
28132,2007,1989,M,Pątnów,łódzkie,biologia,1
337691,1997,1981,M,Warszawa,warszawskie,matematyka,3
337691,1998,1981,M,Warszawa,warszawskie,matematyka,3
7243,1999,1984,K,Zielona Góra,lubuskie,biologia,1
658550,1999,1984,M,Ostrołęka,mazowieckie,matematyka,1
658550,2000,1984,M,Ostrołęka,mazowieckie,matematyka,1
658550,2001,1984,M,Ostrołęka,mazowieckie,matematyka,2
658550,2002,1984,M,Ostrołęka,mazowieckie,matematyka,2
901462,2001,1989,M,Kcynia,kujawsko-pomorskie,matematyka,1
207397,2002,1986,K,Zielona Góra,lubuskie,matematyka,1
207397,2003,1986,K,Zielona Góra,lubuskie,matematyka,1
207397,2004,1986,K,Zielona Góra,lubuskie,matematyka,2
519545,2008,1994,M,Rzeszów,podkarpackie,informatyka,2
519545,2010,1994,M,Rzeszów,podkarpackie,informatyka,3
432995,2005,1988,K,Trzebnica,dolnośląskie,biologia,1
432995,2006,1988,K,Trzebnica,dolnośląskie,biologia,2
489030,2004,1986,M,Chrzanów,małopolskie,,1
738996,1999,1981,K,Częstochowa,śląskie,humanistyka,1
73577,1999,1982,K,Gniew,pomorskie,chemia,2
73577,2000,1982,K,Gniew,pomorskie,chemia,2
92452,2000,1986,M,Skarżysko - Kamienna,świętokrzyskie,fizyka,1
92452,2001,1986,M,Skarżysko - Kamienna,świętokrzyskie,fizyka,2
92452,2002,1986,M,Skarżysko - Kamienna,świętokrzyskie,fizyka,1
92452,2003,1986,M,Skarżysko - Kamienna,świętokrzyskie,fizyka,2
455420,2007,1991,M,Toruń,kujawsko-pomorskie,astronomia,1
455420,2008,1991,M,Toruń,kujawsko-pomorskie,astronomia,1
455420,2009,1991,M,Toruń,kujawsko-pomorskie,astronomia,2
426855,2007,1990,K,Tychy,śląskie,plastyka,2
426855,2008,1990,K,Tychy,śląskie,plastyka,2
215232,2009,1992,M,Pruchnik,podkarpackie,matematyka,1
215232,2010,1992,M,Pruchnik,podkarpackie,matematyka,1
70248,1998,1986,M,Bydgoszcz,kujawsko-pomorskie,informatyka,1
70248,1999,1986,M,Bydgoszcz,kujawsko-pomorskie,informatyka,1
106174,1997,1982,M,Ełk,warmińsko-mazurskie,biologia,2
106174,1998,1982,M,Ełk,warmińsko-mazurskie,biologia,1
106174,1999,1982,M,Ełk,warmińsko-mazurskie,biologia,1
195981,2000,1984,M,Trzcianka,wielkopolskie,chemia,2
195981,2001,1984,M,Trzcianka,wielkopolskie,chemia,3
368730,1997,1979,M,Toruń,toruńskie,historia,3
465096,2002,1988,M,Tymbark,małopolskie,informatyka,1
465096,2003,1988,M,Tymbark,małopolskie,informatyka,2
465096,2004,1988,M,Tymbark,małopolskie,informatyka,2
465096,2005,1988,M,Tymbark,małopolskie,informatyka,2
465096,2006,1988,M,Tymbark,małopolskie,informatyka,2
465096,2007,1988,M,Tymbark,małopolskie,informatyka,2
69802,2009,1996,K,Kończyce Wielkie,śląskie,humanistyka,1
69802,2010,1996,K,Kończyce Wielkie,śląskie,humanistyka,1
6467,2009,1991,M,Oleszyce,podkarpackie,historia,1
244792,2010,1993,K,Inowrocław,kujawsko-pomorskie,humanistyka,1
75269,2006,1988,M,Kraków,małopolskie,matematyka,3
21123,2000,1987,M,Gdańsk,pomorskie,matematyka,1
21123,2001,1987,M,Gdańsk,pomorskie,matematyka,1
220692,2000,1984,K,Łódź,łódzkie,plastyka,1
215951,1998,1984,M,Poznań,wielkopolskie,chemia,2
215951,2002,1984,M,Poznań,wielkopolskie,chemia,2
910287,2006,1990,K,Brojce,zachodniopomorskie,humanistyka,2
910287,2007,1990,K,Brojce,zachodniopomorskie,humanistyka,3
857229,2006,1993,K,Wrocław,dolnośląskie,,1
857229,2007,1993,K,Wrocław,dolnośląskie,,1
269504,2009,1992,M,Zakopane,małopolskie,chemia,1
269504,2010,1992,M,Zakopane,małopolskie,chemia,1
272685,1999,1983,K,Kolbuszowa,podkarpackie,fizyka,2
904764,2001,1989,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
904764,2002,1989,M,Bydgoszcz,kujawsko-pomorskie,matematyka,2
904764,2003,1989,M,Bydgoszcz,kujawsko-pomorskie,matematyka,2
575122,2009,1995,K,Sulejówek,mazowieckie,,2
575122,2010,1995,K,Sulejówek,mazowieckie,,2
516336,2000,1983,M,Zielonki,małopolskie,matematyka,1
516336,2001,1983,M,Zielonki,małopolskie,matematyka,2
247058,2004,1988,K,Police,zachodniopomorskie,chemia,1
247058,2005,1988,K,Police,zachodniopomorskie,chemia,1
247058,2006,1988,K,Police,zachodniopomorskie,chemia,2
764634,2006,1992,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
764634,2007,1992,M,Bydgoszcz,kujawsko-pomorskie,matematyka,1
373559,1997,1980,K,Toruń,toruńskie,matematyka,3
373559,1998,1980,K,Toruń,toruńskie,matematyka,3
80105,2003,1988,K,Bydgoszcz,kujawsko-pomorskie,wielokierunkowe,1
787121,1997,1979,M,Kędzierzyn-Koźle,opolskie,chemia,2
471822,2006,1988,M,Lubiszyn,lubuskie,biologia,1
824897,1999,1982,M,Reda,pomorskie,humanistyka,1
824897,2000,1982,M,Reda,pomorskie,humanistyka,1
248868,2000,1985,K,Włodawa,lubelskie,historia,3
248868,2001,1985,K,Włodawa,lubelskie,historia,2
248868,2002,1985,K,Włodawa,lubelskie,historia,2
717966,2005,1987,M,Łódź,łódzkie,geografia,1
281909,2005,1995,M,Warszawa,mazowieckie,matematyka,1
148455,1997,1984,K,Katowice,katowickie,historia,1
148455,1997,1984,K,Katowice,katowickie,humanistyka,1
538788,2005,1992,M,Gródek,pomorskie,historia,1
166884,2001,1989,M,Dąbrowa Górnicza,śląskie,muzyka,1
166884,2002,1989,M,Dąbrowa Górnicza,śląskie,muzyka,1
166884,2003,1989,M,Dąbrowa Górnicza,śląskie,muzyka,1
166884,2004,1989,M,Dąbrowa Górnicza,śląskie,muzyka,2
166884,2005,1989,M,Dąbrowa Górnicza,śląskie,muzyka,2
166884,2006,1989,M,Dąbrowa Górnicza,śląskie,muzyka,2
166884,2007,1989,M,Dąbrowa Górnicza,śląskie,muzyka,2
910503,1997,1979,M,Opatów,tarnobrzeskie,biologia,3
910503,1997,1979,M,Opatów,tarnobrzeskie,chemia,3
719132,1997,1983,M,Warszawa,warszawskie,chemia,2
719132,1997,1983,M,Warszawa,warszawskie,fizyka,2
155032,2007,1996,M,Lubaczów,podkarpackie,informatyka,1
155032,2008,1996,M,Lubaczów,podkarpackie,informatyka,1
155032,2009,1996,M,Lubaczów,podkarpackie,informatyka,1
155032,2010,1996,M,Lubaczów,podkarpackie,informatyka,1
514278,2009,1992,M,Rzeszów,podkarpackie,chemia,1
514278,2010,1992,M,Rzeszów,podkarpackie,chemia,3
726341,2007,1996,K,Opole,opolskie,matematyka,1
726341,2008,1996,K,Opole,opolskie,matematyka,1
726341,2009,1996,K,Opole,opolskie,matematyka,2
726341,2010,1996,K,Opole,opolskie,matematyka,2
106866,2006,1995,M,Lublin,lubelskie,,2
106866,2007,1995,M,Lublin,lubelskie,,2
106866,2008,1995,M,Lublin,lubelskie,,3
106866,2009,1995,M,Lublin,lubelskie,,3
106866,2010,1995,M,Lublin,lubelskie,,3
936755,1997,1980,M,Toruń,toruńskie,matematyka,2
936755,1998,1980,M,Toruń,toruńskie,matematyka,3
570718,2003,1985,K,Ciechanów,mazowieckie,biologia,1
482691,2007,1993,M,Toruń,kujawsko-pomorskie,matematyka,1
482691,2008,1993,M,Toruń,kujawsko-pomorskie,matematyka,1
940378,2007,1991,M,Kraków,małopolskie,,1
7144,2006,1990,M,Łomża,podlaskie,humanistyka,1
7144,2007,1990,M,Łomża,podlaskie,humanistyka,1
426308,2006,1990,M,Żary,lubuskie,chemia,1
426308,2007,1990,M,Żary,lubuskie,chemia,1
750691,1999,1985,M,Łódź,łódzkie,humanistyka,2
750691,2000,1985,M,Łódź,łódzkie,humanistyka,2
750691,2001,1985,M,Łódź,łódzkie,humanistyka,2
750691,2002,1985,M,Łódź,łódzkie,humanistyka,2
750691,2003,1985,M,Łódź,łódzkie,humanistyka,3
522488,1999,1983,K,Łódź,łódzkie,chemia,2
522488,2000,1983,K,Łódź,łódzkie,chemia,1
522488,2001,1983,K,Łódź,łódzkie,chemia,2
180835,2000,1984,M,Łódź,łódzkie,chemia,1
180835,2001,1984,M,Łódź,łódzkie,chemia,2
180835,2002,1984,M,Łódź,łódzkie,chemia,3
490016,2005,1989,K,Luboszyce,opolskie,matematyka,1
746591,2006,1988,M,Świeszyno,zachodniopomorskie,humanistyka,3
58804,1999,1982,M,Grudziądz,kujawsko-pomorskie,chemia,1
24234,1998,1989,M,Warszawa,mazowieckie,matematyka,1
24234,1999,1989,M,Warszawa,mazowieckie,matematyka,1
602324,2009,1993,M,Kaniów,śląskie,plastyka,2
602324,2010,1993,M,Kaniów,śląskie,plastyka,3
347120,2001,1986,K,Wojkowice,śląskie,humanistyka,1
347120,2003,1986,K,Wojkowice,śląskie,humanistyka,1
569795,2002,1985,M,Warszawa,mazowieckie,informatyka,3
221606,2003,1985,K,Smołdzino,pomorskie,humanistyka,3
404613,2006,1990,M,Piecki,warmińsko-mazurskie,chemia,1
404613,2007,1990,M,Piecki,warmińsko-mazurskie,chemia,1
404613,2008,1990,M,Piecki,warmińsko-mazurskie,chemia,1
286019,2008,1990,M,Katowice,śląskie,informatyka,2
190744,2004,1986,M,Łódź,łódzkie,fizyka,1
557907,2010,1993,M,Katowice,śląskie,filozofia,1
130073,1997,1980,M,Sieradz,sieradzkie,fizyka,1
130073,1997,1980,M,Sieradz,sieradzkie,informatyka,1
482373,2007,1992,K,Szczecin,zachodniopomorskie,biologia,1
461040,2008,1995,M,Truskolasy,śląskie,astronomia,1
461040,2009,1995,M,Truskolasy,śląskie,astronomia,2
461040,2010,1995,M,Truskolasy,śląskie,astronomia,2
960737,1997,1980,M,Radom,radomskie,chemia,2
960737,1998,1980,M,Radom,radomskie,chemia,2
155882,1999,1990,M,Warszawa,mazowieckie,wielokierunkowe,1
155882,2000,1990,M,Warszawa,mazowieckie,wielokierunkowe,1
581889,2001,1987,M,Gdynia,pomorskie,matematyka,1
939052,2005,1988,M,Szczecin,zachodniopomorskie,filozofia,2
181316,2007,1992,K,Deszczno,lubuskie,humanistyka,1
832200,2009,1995,K,Warszawa,mazowieckie,humanistyka,1
395267,2010,1998,M,Kraków,małopolskie,matematyka,1
374952,2001,1983,M,Warszawa,mazowieckie,filozofia,3
883486,2001,1988,M,Czarnowąsy,opolskie,,1
883486,2002,1988,M,Czarnowąsy,opolskie,,1
883486,2003,1988,M,Czarnowąsy,opolskie,,1
883486,2004,1988,M,Czarnowąsy,opolskie,,2
883486,2005,1988,M,Czarnowąsy,opolskie,,2
883486,2006,1988,M,Czarnowąsy,opolskie,,2
96820,2000,1987,K,Stara Kamienica,dolnośląskie,historia,1
96820,2001,1987,K,Stara Kamienica,dolnośląskie,historia,1
96820,2002,1987,K,Stara Kamienica,dolnośląskie,historia,1
96820,2003,1987,K,Stara Kamienica,dolnośląskie,historia,2
96820,2004,1987,K,Stara Kamienica,dolnośląskie,historia,3
992151,2000,1988,K,Siedlce,mazowieckie,humanistyka,1
992151,2001,1988,K,Siedlce,mazowieckie,humanistyka,2
992151,2002,1988,K,Siedlce,mazowieckie,humanistyka,2
992151,2003,1988,K,Siedlce,mazowieckie,humanistyka,3
992151,2004,1988,K,Siedlce,mazowieckie,humanistyka,3
992151,2005,1988,K,Siedlce,mazowieckie,humanistyka,3
992151,2006,1988,K,Siedlce,mazowieckie,humanistyka,3
472070,2002,1989,M,Kraków,małopolskie,humanistyka,2
472070,2003,1989,M,Kraków,małopolskie,humanistyka,3
472070,2004,1989,M,Kraków,małopolskie,humanistyka,3
472070,2005,1989,M,Kraków,małopolskie,humanistyka,3
472070,2006,1989,M,Kraków,małopolskie,humanistyka,3
793996,2003,1987,M,Oświęcim,małopolskie,matematyka,1
375415,2008,1991,K,Warszawa,mazowieckie,matematyka,1
8270,2008,1990,M,Szczecin,zachodniopomorskie,matematyka,1
77702,2008,1994,M,Tulce,wielkopolskie,historia,1
77702,2009,1994,M,Tulce,wielkopolskie,historia,2
77702,2010,1994,M,Tulce,wielkopolskie,historia,2
541059,1998,1982,M,Płock,mazowieckie,matematyka,1
48319,1997,1980,M,Rzeszów,rzeszowskie,humanistyka,1
90137,2005,1993,K,Toruń,kujawsko-pomorskie,chemia,1
90137,2006,1993,K,Toruń,kujawsko-pomorskie,chemia,2
90137,2007,1993,K,Toruń,kujawsko-pomorskie,chemia,2
90137,2008,1993,K,Toruń,kujawsko-pomorskie,chemia,2
90137,2009,1993,K,Toruń,kujawsko-pomorskie,chemia,2
90137,2010,1993,K,Toruń,kujawsko-pomorskie,chemia,1
524903,2009,1993,M,Grębocin,kujawsko-pomorskie,matematyka,1
524903,2010,1993,M,Grębocin,kujawsko-pomorskie,matematyka,1
845076,2007,1993,M,Strzyżów,podkarpackie,matematyka,1
845076,2008,1993,M,Strzyżów,podkarpackie,matematyka,2
845076,2009,1993,M,Strzyżów,podkarpackie,matematyka,2
515433,1999,1981,M,Rzeszów,podkarpackie,matematyka,3
591818,2004,1990,M,Chwalęcice,lubuskie,informatyka,1
947786,2007,1990,M,Legnica,dolnośląskie,matematyka,1
591555,1997,1980,K,Katowice,katowickie,humanistyka,2
591555,1998,1980,K,Katowice,katowickie,humanistyka,1
445972,2009,1992,M,Bydgoszcz,kujawsko-pomorskie,nauki społeczne,1
932981,2002,1985,M,Kielce,świętokrzyskie,matematyka,1
686306,1999,1982,M,Czechowice - Dziedzice,śląskie,plastyka,1
686306,2000,1982,M,Czechowice - Dziedzice,śląskie,plastyka,1
686306,2001,1982,M,Czechowice - Dziedzice,śląskie,plastyka,2
606721,2001,1989,M,Łasin,kujawsko-pomorskie,biologia,1
93065,2008,1991,M,Inowrocław,kujawsko-pomorskie,historia,1
93065,2009,1991,M,Inowrocław,kujawsko-pomorskie,historia,2
664977,2010,1994,K,Choszczno,zachodniopomorskie,humanistyka,1
876767,1997,1985,M,Zduńska Wola,łódzkie,biologia,2
876767,1998,1985,M,Zduńska Wola,łódzkie,biologia,1
876767,1999,1985,M,Zduńska Wola,łódzkie,biologia,2
876767,2000,1985,M,Zduńska Wola,łódzkie,biologia,2
876767,2001,1985,M,Zduńska Wola,łódzkie,biologia,2
165144,2004,1988,M,Łódź,łódzkie,informatyka,1
805548,2004,1986,M,Tomaszów Maz.,łódzkie,historia,2
670972,2005,1996,M,Łódź,łódzkie,matematyka,1
670972,2006,1996,M,Łódź,łódzkie,matematyka,2
670972,2007,1996,M,Łódź,łódzkie,matematyka,2
670972,2008,1996,M,Łódź,łódzkie,matematyka,2
670972,2009,1996,M,Łódź,łódzkie,matematyka,2
670972,2010,1996,M,Łódź,łódzkie,matematyka,3
222316,2003,1986,K,Kętrzyn,warmińsko-mazurskie,chemia,2
222316,2004,1986,K,Kętrzyn,warmińsko-mazurskie,chemia,3
612768,2008,1995,M,Szczecin,zachodniopomorskie,fizyka,1
612768,2009,1995,M,Szczecin,zachodniopomorskie,fizyka,2
612768,2010,1995,M,Szczecin,zachodniopomorskie,fizyka,3
751028,2003,1986,M,Miejsce Piastowe,podkarpackie,historia,1
751028,2004,1986,M,Miejsce Piastowe,podkarpackie,historia,2
961775,1998,1982,K,Siedlce,mazowieckie,plastyka,3
961775,1999,1982,K,Siedlce,mazowieckie,plastyka,3
975037,2007,1990,K,Limanowa,małopolskie,chemia,1
462975,2009,1993,M,Katowice,śląskie,,2
462975,2010,1993,M,Katowice,śląskie,,3
971372,2003,1990,K,Mosina,wielkopolskie,humanistyka,2
971372,2004,1990,K,Mosina,wielkopolskie,humanistyka,2
971372,2005,1990,K,Mosina,wielkopolskie,humanistyka,3
971372,2006,1990,K,Mosina,wielkopolskie,humanistyka,3
971372,2007,1990,K,Mosina,wielkopolskie,humanistyka,3
657021,2008,1997,M,Łódź,łódzkie,historia,1
657021,2009,1997,M,Łódź,łódzkie,historia,1
657021,2010,1997,M,Łódź,łódzkie,historia,2
571669,2010,1992,M,Brzeszcze,małopolskie,chemia,3
600354,1997,1979,K,Prudnik,opolskie,humanistyka,3
762492,2004,1991,M,Warszawa,mazowieckie,matematyka,2
762492,2005,1991,M,Warszawa,mazowieckie,matematyka,3
762492,2006,1991,M,Warszawa,mazowieckie,matematyka,3
762492,2007,1991,M,Warszawa,mazowieckie,matematyka,3
762492,2008,1991,M,Warszawa,mazowieckie,matematyka,3
762492,2009,1991,M,Warszawa,mazowieckie,matematyka,3
609484,1999,1990,K,Kraków,małopolskie,plastyka,1
609484,2000,1990,K,Kraków,małopolskie,plastyka,1
858843,2004,1986,M,Zambrów,podlaskie,biologia,3
839662,2008,1991,M,Miedźno,śląskie,geografia,1
420384,1998,1986,K,Częstochowa,śląskie,chemia,2
420384,1999,1986,K,Częstochowa,śląskie,chemia,2
420384,2000,1986,K,Częstochowa,śląskie,chemia,2
420384,2001,1986,K,Częstochowa,śląskie,chemia,2
420384,2002,1986,K,Częstochowa,śląskie,chemia,2
185940,2007,1990,M,Poznań,wielkopolskie,filozofia,2
185940,2008,1990,M,Poznań,wielkopolskie,filozofia,3
8455,2007,1989,M,Radom,mazowieckie,humanistyka,1
77535,2008,1991,K,Ostrowiec Świętokrzyski,świętokrzyskie,nauki społeczne,1
603911,2008,1991,M,Słońsk,lubuskie,historia,1
890942,1997,1983,M,Kraków,małopolskie,plastyka,3
890942,1998,1983,M,Kraków,małopolskie,plastyka,3
890942,1999,1983,M,Kraków,małopolskie,plastyka,2
890942,2000,1983,M,Kraków,małopolskie,plastyka,3
890942,2001,1983,M,Kraków,małopolskie,plastyka,3
919327,2006,1990,M,Kraków,małopolskie,matematyka,2
919327,2007,1990,M,Kraków,małopolskie,matematyka,3
686027,2008,1992,K,Kraków,małopolskie,chemia,1
334889,1999,1982,M,Giżycko,warmińsko-mazurskie,matematyka,2
334889,2000,1982,M,Giżycko,warmińsko-mazurskie,matematyka,3
41693,2002,1990,M,Oświęcim,małopolskie,chemia,2
41693,2003,1990,M,Oświęcim,małopolskie,chemia,3
41693,2004,1990,M,Oświęcim,małopolskie,chemia,3
41693,2005,1990,M,Oświęcim,małopolskie,chemia,3
41693,2006,1990,M,Oświęcim,małopolskie,chemia,3
41693,2007,1990,M,Oświęcim,małopolskie,chemia,3
121380,2001,1983,K,Wyrzysk,wielkopolskie,humanistyka,1
688271,2007,1990,K,Włocławek,kujawsko-pomorskie,fizyka,1
688271,2008,1990,K,Włocławek,kujawsko-pomorskie,fizyka,2
515250,1997,1980,M,Bolesławiec,jeleniogórskie,filozofia,1
515250,1997,1980,M,Bolesławiec,jeleniogórskie,historia,1
888024,2002,1985,M,Piotrków Trybunalski,łódzkie,astronomia,1
888024,2003,1985,M,Piotrków Trybunalski,łódzkie,astronomia,2
238274,2003,1986,M,Ostrołęka,mazowieckie,humanistyka,2
238274,2004,1986,M,Ostrołęka,mazowieckie,humanistyka,2
562042,2004,1986,M,Łapy,podlaskie,fizyka,2
249298,1997,1982,M,Warszawa,warszawskie,fizyka,2
249298,1997,1982,M,Warszawa,warszawskie,matematyka,2
360769,2004,1988,K,Bogacica,opolskie,humanistyka,1
360769,2005,1988,K,Bogacica,opolskie,humanistyka,2
360769,2006,1988,K,Bogacica,opolskie,humanistyka,2
272478,2006,1990,M,Włocławek,kujawsko-pomorskie,astronomia,1
272478,2007,1990,M,Włocławek,kujawsko-pomorskie,astronomia,2
272478,2008,1990,M,Włocławek,kujawsko-pomorskie,astronomia,2
378724,2010,1992,M,Szczecin,zachodniopomorskie,chemia,1
567857,2005,1990,K,Otwock,mazowieckie,biologia,2
567857,2006,1990,K,Otwock,mazowieckie,biologia,3
567857,2007,1990,K,Otwock,mazowieckie,biologia,2
567857,2008,1990,K,Otwock,mazowieckie,biologia,3
714729,1997,1983,K,Katowice,śląskie,fizyka,1
714729,1998,1983,K,Katowice,śląskie,fizyka,1
676869,2010,1998,K,Kraków,małopolskie,humanistyka,1
606443,2009,1993,M,Katowice,śląskie,chemia,2
606443,2010,1993,M,Katowice,śląskie,chemia,3
191479,2001,1986,K,Marciszów,dolnośląskie,humanistyka,1
38840,2001,1984,K,Leszno,wielkopolskie,biologia,1
860961,2002,1985,M,Tychy,śląskie,geografia,3
860961,2003,1985,M,Tychy,śląskie,geografia,3
584481,2010,1994,M,Rzeszów,podkarpackie,chemia,1
888668,2000,1984,M,Włocławek,kujawsko-pomorskie,astronomia,3
888668,2001,1984,M,Włocławek,kujawsko-pomorskie,astronomia,3
840263,1997,1979,M,Toruń,toruńskie,humanistyka,3
171013,1999,1984,M,Gdańsk,pomorskie,biologia,1
171013,2001,1984,M,Gdańsk,pomorskie,biologia,1
171013,2002,1984,M,Gdańsk,pomorskie,biologia,3
435822,2000,1989,K,Kraków,małopolskie,biologia,1
146824,2006,1988,M,Gdańsk,pomorskie,informatyka,1
787290,2003,1987,K,Skierniewice,łódzkie,chemia,1
787290,2004,1987,K,Skierniewice,łódzkie,chemia,2
787290,2005,1987,K,Skierniewice,łódzkie,chemia,2
425768,2007,1992,K,Szymanów,podkarpackie,chemia,1
425768,2008,1992,K,Szymanów,podkarpackie,chemia,1
816386,2007,1990,K,Tychy,śląskie,astronomia,1
212364,2004,1994,K,Zgierz,łódzkie,wielokierunkowe,1
212364,2005,1994,K,Zgierz,łódzkie,wielokierunkowe,1
212364,2006,1994,K,Zgierz,łódzkie,wielokierunkowe,1
212364,2007,1994,K,Zgierz,łódzkie,wielokierunkowe,1
212364,2008,1994,K,Zgierz,łódzkie,wielokierunkowe,1
34792,2007,1990,M,Mońki,podlaskie,geografia,3
